bodyPart,equipment,gifUrl,id,name,target,instructions
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3671.gif,3671,ski step,cardiovascular system,"<ol>
  <li>Stand with your feet together and your arms down by your sides.</li>
  <li>Step your right foot out to the side, keeping your left foot in place.</li>
  <li>Bend your right knee and shift your weight onto your right foot.</li>
  <li>Lift your left foot off the ground and swing it behind your right leg.</li>
  <li>As you swing your left foot behind your right leg, raise your arms up to shoulder height.</li>
  <li>Lower your arms back down to your sides as you step your left foot back to the starting position.</li>
  <li>Repeat the exercise by stepping your left foot out to the side and swinging your right foot behind your left leg.</li>
  <li>Continue alternating between your right and left legs for a set number of repetitions or a set amount of time.</li>
</ol>"
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3304.gif,3304,skin the cat,upper back,"<ol>
<li>Start by hanging from a pull-up bar with your arms fully extended and your hands shoulder-width apart.</li>
<li>Engage your core and lift your legs so that they are parallel to the ground.</li>
<li>Slowly bring your knees towards your chest, and then continue to lift your legs up and over the bar.</li>
<li>As you come over the bar, keep your legs straight and extend them out in front of you.</li>
<li>Lower your body down towards the ground, keeping your legs extended and your core engaged.</li>
<li>Once your body is parallel to the ground, begin to lift your legs back up towards the bar.</li>
<li>As your legs come back over the bar, bend your knees and bring them towards your chest.</li>
<li>Lower your body back down to the starting position with your legs parallel to the ground.</li>
<li>Repeat the exercise for the desired number of repetitions.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1425.gif,1425,sled 45 degrees one leg press,glutes,"<ol>
  <li>Load weight onto the sled according to your fitness level.</li>
  <li>Lie on your back with one leg on the sled and the other leg extended straight out on the ground.</li>
  <li>Place your hands on the handles of the sled and engage your core.</li>
  <li>Press the sled up and away from your body at a 45-degree angle using only the leg on the sled.</li>
  <li>Lower the sled back down to starting position with control.</li>
  <li>Repeat for desired number of reps on one leg before switching to the other leg.</li>
</ol>"
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0738.gif,738,sled 45в° calf press,calves,"<ol>
<li>Step 1: Adjust the weight on the sled to the desired resistance level.</li>
<li>Step 2: Stand on the sled facing the calf press pad, with your toes on the lower edge of the pad and your heels hanging off the back.</li>
<li>Step 3: Hold onto the handles on the side of the sled for balance and support.</li>
<li>Step 4: Slowly lower your heels towards the ground, keeping your toes on the pad.</li>
<li>Step 5: Push your heels back up towards the sky, lifting the sled with your calves.</li>
<li>Step 6: Repeat for the desired number of repetitions.</li>
<li>Step 7: To increase the intensity, pause at the bottom of the movement for a few seconds before pushing back up.</li>
<li>Step 8: To decrease the intensity, lighten the weight on the sled.</li>
<li>Step 9: Remember to breathe throughout the exercise and keep your core engaged for stability.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0739.gif,739,sled 45в° leg press,glutes,"<ol>
<li>Step 1: Adjust the seat to a comfortable position.</li>
<li>Step 2: Load the desired weight onto the sled.</li>
<li>Step 3: Sit on the seat and place your feet on the sled, with your toes pointing slightly outward.</li>
<li>Step 4: Grasp the handles on either side of the seat for support.</li>
<li>Step 5: Push the sled away from you by extending your legs. Keep your back flat against the seat and your knees in line with your toes.</li>
<li>Step 6: Slowly lower the sled back down by bending your knees and bringing the sled towards you.</li>
<li>Step 7: Repeat for desired number of repetitions.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1464.gif,1464,sled 45в° leg press (back pov),glutes,"<ol>
<li>Start by lying on the exercise sled with your back against the backrest and your feet on the footplate.</li>
<li>Position your feet shoulder-width apart, with your toes pointing slightly outward.</li>
<li>Grasp the handles on either side of the seat to stabilize yourself.</li>
<li>Bend your knees and slowly lower the footplate until your thighs are parallel to the ground.</li>
<li>Pause for a moment, then push the footplate away from you, extending your legs until they are almost straight.</li>
<li>Slowly lower the footplate back down to the starting position, keeping your knees bent and your feet flat on the footplate.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to breathe throughout the exercise, inhaling as you lower the footplate and exhaling as you push it away from you.</li>
<li>Adjust the weight on the sled as needed to ensure that you are able to perform the exercise with proper form and without undue strain.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1463.gif,1463,sled 45в° leg press (side pov),glutes,"<ol>
  <li>Start by placing the exercise sled at a 45-degree angle.</li>
  <li>Sit on the sled with your back against the pad and your feet on the platform, shoulder-width apart.</li>
  <li>Push the platform away from you with your feet until your legs are fully extended, but do not lock your knees.</li>
  <li>Bend your knees and slowly lower the platform towards your body, keeping your back against the pad at all times.</li>
  <li>Pause for a second at the bottom of the movement, then push the platform away from you with your feet to return to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Remember to breathe throughout the exercise, inhaling as you lower the platform and exhaling as you push it away from you.</li>
  <li>Adjust the weight on the sled as necessary to ensure proper form and a challenging workout.</li>
  <li>Always warm up before starting any exercise routine and consult with a trainer or healthcare professional if you have any concerns or injuries.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0740.gif,740,sled 45в° leg wide press,glutes,"<ol>
  <li>Load the desired weight onto the exercise sled.</li>
  <li>Position yourself in front of the sled, facing away from it.</li>
  <li>Place your feet shoulder-width apart and slightly turned out.</li>
  <li>Step onto the sled and position your feet on the foot pads, with your toes pointing outward at a 45-degree angle.</li>
  <li>Grasp the handles on either side of the sled for support.</li>
  <li>Bend your knees and lower your body down into a squatting position, keeping your back straight and your chest up.</li>
  <li>Press through your heels and push the sled away from you, extending your legs fully.</li>
  <li>Hold the position for a moment, then slowly lower the sled back towards you by bending your knees.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, step off the sled and unload the weight.</li>
</ol>"
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1391.gif,1391,sled calf press on leg press,calves,"<ol>
<li>Adjust the leg press machine to your desired weight and seat position.</li>
<li>Place the exercise sled on the leg press machine.</li>
<li>Position yourself on the machine with your feet flat on the sled.</li>
<li>Ensure that your knees are bent at a 90-degree angle and your hips are pressed firmly against the seat.</li>
<li>Place your hands on the handles provided for support.</li>
<li>Slowly press the sled away from you using your calves, keeping your heels on the sled.</li>
<li>Hold for a second and then slowly release the sled back to the starting position.</li>
<li>Repeat for desired reps and sets.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0741.gif,741,sled closer hack squat,glutes,"<ol>
<li>Begin by loading weight onto the sled and adjusting the footplate to the appropriate height for your body.</li>
<li>Stand facing the sled with your feet shoulder-width apart and your toes pointed slightly outward.</li>
<li>Step onto the sled and position yourself so that your shoulders are directly above your knees.</li>
<li>Grasp the handles on either side of the sled and brace your core.</li>
<li>Lower your body down into a squat position, keeping your back straight and your knees tracking over your toes.</li>
<li>Pause briefly at the bottom of the squat, then push through your heels to stand back up to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>When finished, carefully step off the sled and unload any weight plates.</li>
<li>Stretch your legs and hips to cool down.</li>
</ol>"
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0742.gif,742,sled forward angled calf raise,calves,"<ol>
  <li>Begin by standing on the exercise sled with your toes on the edge and your heels hanging off.</li>
  <li>Hold onto the handles of the sled for balance.</li>
  <li>Slowly raise your heels up as high as you can, keeping your toes on the edge of the sled.</li>
  <li>Pause at the top of the movement and squeeze your calves.</li>
  <li>Lower your heels back down to the starting position, keeping your movements slow and controlled.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>For an added challenge, you can increase the weight on the sled or perform the exercise with one leg at a time.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0743.gif,743,sled hack squat,glutes,"<ol>
  <li>Place the exercise sled on a flat surface and load it with weight plates according to your strength level.</li>
  <li>Stand facing the sled and position your feet shoulder-width apart on the sled's footplate.</li>
  <li>Grasp the sled's handles with both hands and keep your arms straight.</li>
  <li>Lower your body by bending your knees and hips while keeping your back straight.</li>
  <li>Continue lowering your body until your thighs are parallel to the footplate or until your knees form a 90-degree angle.</li>
  <li>Pause for a moment at the bottom of the squat and then push through your heels to extend your legs and return to the starting position.</li>
  <li>Repeat the exercise for the desired number of repetitions.</li>
</ol>"
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/2334.gif,2334,sled lying calf press,calves,"<ol>
  <li>Start by lying on your back on the exercise sled with your feet flat against the platform.</li>
  <li>Place your hands on the handles of the sled and push the platform away from you with your feet, extending your legs fully.</li>
  <li>Bend your knees slightly and lower the platform towards your body, keeping your feet flat on the platform.</li>
  <li>Press the platform away from your body again, extending your legs fully and contracting your calf muscles.</li>
  <li>Repeat the movement for the desired number of repetitions.</li>
  <li>Remember to keep your core engaged and your back flat on the sled throughout the exercise.</li>
  <li>Adjust the weight on the sled as necessary to challenge your calf muscles while maintaining proper form.</li>
  <li>Finish the exercise by slowly lowering the platform back down to the starting position.</li>
</ol>"
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0744.gif,744,sled lying squat,glutes,"<ol>
  <li>Start by lying on your back on a flat bench or the ground with your feet on the sled.</li>
  <li>Position your feet shoulder-width apart and keep your toes pointed straight ahead.</li>
  <li>Grasp the handles on the sides of the sled with your hands for stability.</li>
  <li>Push the sled away from you by extending your legs, keeping your heels on the sled.</li>
  <li>Slowly lower the sled towards you by bending your knees, keeping your feet flat on the sled.</li>
  <li>Lower the sled until your knees are bent at a 90-degree angle, then pause for a moment.</li>
  <li>Push the sled away from you again by extending your legs, returning to the starting position.</li>
  <li>Repeat the exercise for the desired number of repetitions.</li>
  <li>Remember to keep your core engaged and your back flat on the bench or ground throughout the exercise.</li>
  <li>Adjust the weight on the sled as needed to challenge yourself appropriately.</li>
</ol>"
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1392.gif,1392,sled one leg calf press on leg press,calves,"<ol>
  <li>Begin by sitting on the leg press machine with your back against the backrest and your feet on the sled.</li>
  <li>Place one foot on the sled, keeping your toes pointed straight ahead.</li>
  <li>Slowly press the sled forward with your foot until your leg is fully extended.</li>
  <li>Hold the position for a few seconds and then slowly release the sled back to the starting position.</li>
  <li>Repeat for the desired number of reps and then switch legs.</li>
  <li>Make sure to keep your back against the backrest and your core engaged throughout the exercise.</li>
  <li>Adjust the weight on the machine as necessary to increase or decrease the intensity of the exercise.</li>
</ol>"
waist,hammer,http://d205bpvrqc9yn1.cloudfront.net/1496.gif,1496,sledge hammer,abs,"<ol>
<li>Start by standing with your feet shoulder-width apart and your knees slightly bent.</li>
<li>Hold the sledgehammer with both hands, placing one hand near the end of the handle and the other hand closer to the head of the hammer.</li>
<li>Swing the hammer over your head, keeping your arms straight and your core engaged.</li>
<li>As you swing the hammer down, twist your torso and drive the hammer into the ground or tire in front of you.</li>
<li>Repeat the motion, alternating sides with each swing.</li>
<li>Start with a lighter weight sledgehammer and gradually increase the weight as you become more comfortable with the exercise.</li>
<li>Perform 3 sets of 10-15 swings on each side, taking breaks as needed.</li>
<li>Be sure to maintain proper form throughout the exercise to avoid injury.</li>
</ol>"
back,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0746.gif,746,smith back shrug,traps,"<ol>
<li>Begin by standing in front of a Smith machine with the bar set at waist height.</li>
<li>Grasp the bar with an overhand grip, hands shoulder-width apart.</li>
<li>Keeping your arms straight, lift the bar by shrugging your shoulders up towards your ears.</li>
<li>Hold the contraction for a few seconds before slowly lowering the bar back down to the starting position.</li>
<li>Repeat for the desired number of reps.</li>
<li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
<li>Adjust the weight on the machine as needed to challenge yourself appropriately.</li>
<li>Remember to breathe steadily throughout the exercise.</li>
<li>Finish the set and carefully rack the bar back onto the machine.</li>
<li>Stretch your shoulders and upper back after completing the exercise.</li>
</ol>"
shoulders,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0747.gif,747,smith behind neck press,delts,"<ol>
<li>Start by standing with your feet shoulder-width apart and your back straight. </li>
<li>Grasp the barbell with an overhand grip, with your hands slightly wider than shoulder-width apart.</li>
<li>Bring the barbell up to your shoulders, with your elbows pointing forward.</li>
<li>Slowly lower the barbell behind your head, keeping your elbows pointed forward and your back straight.</li>
<li>Pause briefly at the bottom of the movement, then slowly raise the barbell back up to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Be sure to use a weight that is appropriate for your strength level, and start with a lighter weight if you are new to this exercise.</li>
<li>Keep your movements slow and controlled, and avoid jerking or swinging the weight.</li>
<li>If you experience any pain or discomfort during the exercise, stop immediately and consult a trainer or healthcare professional.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0748.gif,748,smith bench press,pectorals,"<ol>
  <li>Begin by lying on your back on the bench with your feet firmly planted on the ground.</li>
  <li>Position yourself so that the bar is directly above your chest.</li>
  <li>Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.</li>
  <li>Unrack the bar and lower it towards your chest, keeping your elbows tucked in close to your body.</li>
  <li>Pause for a moment when the bar touches your chest, then push it back up to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, carefully rack the bar back onto the supports.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0749.gif,749,smith bent knee good morning,glutes,"<ol>
  <li>Start by setting up a barbell on a squat rack at a height that is just below shoulder level. Load the bar with an appropriate weight.</li>
  <li>Stand facing the bar with your feet shoulder-width apart.</li>
  <li>Step forward and position yourself under the bar. The bar should rest on your upper traps and not your neck.</li>
  <li>Grasp the bar with an overhand grip, slightly wider than shoulder-width apart.</li>
  <li>Take a step back and position your feet shoulder-width apart with your toes pointed slightly outward.</li>
  <li>Brace your core and keep your back straight as you hinge forward at the hips, lowering your upper body towards the ground.</li>
  <li>Lower your body until your torso is parallel to the ground and your knees are bent at a 90-degree angle.</li>
  <li>Hold the position for a moment before using your glutes and hamstrings to raise your body back up to a standing position.</li>
  <li>Repeat the movement for the desired number of repetitions.</li>
  <li>Once you have completed your set, carefully place the bar back on the rack.</li>
</ol>"
back,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1359.gif,1359,smith bent over row,upper back,"<ol>
  <li>Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart.</li>
  <li>Bend forward at the hips, keeping your back straight and your abs tight, until your torso is nearly parallel to the floor.</li>
  <li>Engage your back muscles to pull the barbell up towards your chest, keeping your elbows close to your body.</li>
  <li>Pause at the top of the movement, then slowly lower the barbell back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0750.gif,750,smith chair squat,quads,"<ol>
<li>Start by standing in front of the Smith machine with your feet shoulder-width apart and your toes pointing slightly outward.</li>
<li>Adjust the bar on the Smith machine to a height that is just below your shoulder level.</li>
<li>Step under the bar and place it across your upper back, making sure it is resting comfortably and securely.</li>
<li>Take a deep breath and brace your core muscles.</li>
<li>Bend your knees and lower your hips down and back, as if you are sitting in a chair.</li>
<li>Keep your chest up and your back straight throughout the movement.</li>
<li>Lower yourself until your thighs are parallel to the ground.</li>
<li>Pause for a moment, then push through your heels to stand back up to the starting position.</li>
<li>Repeat for your desired number of reps.</li>
</ol>"
upper arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0751.gif,751,smith close-grip bench press,triceps,"<ol>
  <li>Set up a flat bench in a power rack or smith machine.</li>
  <li>Select the appropriate weight and load the bar onto the machine.</li>
  <li>Lie down on the bench with your feet flat on the ground and your head positioned directly under the bar.</li>
  <li>Grip the bar with your hands shoulder-width apart and your palms facing towards your feet.</li>
  <li>Lift the bar off the rack and hold it above your chest with your arms extended.</li>
  <li>Lower the bar towards your chest, keeping your elbows tucked in close to your body.</li>
  <li>Pause briefly when the bar touches your chest.</li>
  <li>Push the bar back up to the starting position, extending your arms fully.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, carefully rack the bar back onto the machine.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0752.gif,752,smith deadlift,glutes,"<ol>
<li>Start by standing with your feet shoulder-width apart and your toes pointed slightly outward.</li>
<li>Position yourself in front of the bar with your shins touching the bar.</li>
<li>Grab the bar with an overhand grip, hands shoulder-width apart, and keep your arms straight.</li>
<li>Engage your core and lift the bar off the ground by extending your hips and knees.</li>
<li>As you lift the bar, keep your back straight and your shoulders back.</li>
<li>Once the bar is at hip level, pause for a moment and squeeze your glutes.</li>
<li>Lower the bar back down to the ground by bending your hips and knees, keeping your back straight.</li>
<li>Repeat for desired number of reps.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0753.gif,753,smith decline bench press,pectorals,"<ol>
<li>Adjust the Smith machine to a decline bench press position by lowering the bar to the appropriate height and adjusting the angle of the bench to your desired decline.</li>
<li>Lie down on the bench with your feet securely positioned under the foot pads.</li>
<li>Grasp the bar with a shoulder-width grip and lift it off the rack. Keep your arms straight and your elbows locked.</li>
<li>Lower the bar slowly and under control until it touches your lower chest, just below your nipples.</li>
<li>Pause briefly at the bottom of the movement, then push the bar back up to the starting position, keeping your elbows close to your body.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>When finished, carefully rack the bar back onto the Smith machine.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0754.gif,754,smith decline reverse-grip press,pectorals,"<ol>
  <li>Begin by lying down on a decline bench with your feet securely locked in place at the foot pad.</li>
  <li>Grasp the bar with an underhand grip, hands shoulder-width apart.</li>
  <li>Slowly lower the bar towards your chest, keeping your elbows tight to your sides.</li>
  <li>Pause for a moment, then press the bar back up to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Be sure to keep your core engaged and your back flat against the bench throughout the exercise.</li>
  <li>Remember to exhale as you press the bar up and inhale as you lower it back down.</li>
  <li>Once you have completed your set, carefully rack the bar and release your feet from the foot pad.</li>
  <li>Stretch out your chest and arms to cool down.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1433.gif,1433,smith front squat (clean grip),glutes,"<ol>
  <li>Start by positioning yourself under a barbell on a squat rack with the barbell at shoulder height. Your feet should be shoulder-width apart and your toes should be slightly turned out.</li>
  <li>Grasp the barbell with a clean grip, with your palms facing up and your fingers wrapped around the bar. Your hands should be slightly wider than shoulder-width apart.</li>
  <li>Lift the barbell off the rack and step back, taking a few steps away from the rack.</li>
  <li>Keeping your torso upright and your core engaged, lower your body by bending your knees and hips. Lower yourself until your thighs are parallel to the ground.</li>
  <li>Pause briefly at the bottom of the squat, then push through your heels to stand back up to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, carefully rack the barbell back onto the squat rack.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/3281.gif,3281,smith full squat,glutes,"<ol>
<li>Begin by standing with your feet shoulder-width apart and your toes pointing slightly outward.</li>
<li>Grasp the barbell with both hands, positioning your hands slightly wider than shoulder-width apart.</li>
<li>Lift the barbell off the rack and take a step back, positioning your feet slightly wider than shoulder-width apart.</li>
<li>Engage your core and lower your hips down and back, bending your knees to lower yourself into a squatting position.</li>
<li>Continue lowering until your thighs are parallel to the ground, keeping your chest lifted and your back straight.</li>
<li>Pause briefly at the bottom of the squat before pushing through your heels to stand back up to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0755.gif,755,smith hack squat,glutes,"<ol>
<li>Start by standing in front of the Smith machine with your feet shoulder-width apart and your toes pointing slightly outward.</li>
<li>Step forward and position yourself under the barbell, making sure it rests comfortably on your shoulders. Your hands should be positioned on the bar slightly wider than shoulder-width apart.</li>
<li>Engage your core and keep your back straight as you slowly lower your body down by bending your knees. Make sure your knees do not extend past your toes.</li>
<li>Lower your body until your thighs are parallel to the ground, or until you reach your desired depth. Keep your weight on your heels and maintain a straight back throughout the movement.</li>
<li>Push through your heels and extend your legs to return to the starting position. Make sure to keep your core engaged and your back straight throughout the movement.</li>
<li>Repeat for your desired number of repetitions and sets.</li>
</ol>"
waist,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0756.gif,756,smith hip raise,abs,"<ol>
<li>Start by lying on your back on a flat bench with your feet planted firmly on the ground and your knees bent.</li>
<li>Place a barbell across your hips and hold it securely with both hands.</li>
<li>Engage your glutes and lift your hips off the bench until your body forms a straight line from your shoulders to your knees.</li>
<li>Pause at the top of the movement, squeezing your glutes and keeping your core engaged.</li>
<li>Slowly lower your hips back down to the starting position, keeping the barbell steady and your feet firmly planted on the ground.</li>
<li>Repeat for the desired number of reps.</li>
<li>Remember to keep your core engaged throughout the movement and to avoid arching your back or using momentum to lift the weight.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0757.gif,757,smith incline bench press,pectorals,"<ol>
<li>Adjust the bench to a 30-45 degree incline.</li>
<li>Load the desired weight onto the barbell and secure the collars.</li>
<li>Lie back on the bench and position yourself so that the barbell is directly above your chest.</li>
<li>Grip the barbell with your hands slightly wider than shoulder-width apart.</li>
<li>Unrack the barbell and slowly lower it towards your chest, keeping your elbows tucked in.</li>
<li>Pause for a moment when the barbell touches your chest.</li>
<li>Push the barbell back up to the starting position, exhaling as you do so.</li>
<li>Repeat the exercise for the desired number of repetitions.</li>
<li>Rack the barbell and sit up on the bench.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0758.gif,758,smith incline reverse-grip press,pectorals,"<ol>
  <li>Adjust the bench to a 45-degree angle.</li>
  <li>Select the appropriate weight and load the barbell onto the smith machine.</li>
  <li>Lie down on the bench with your feet flat on the ground and your back pressed against the bench.</li>
  <li>Grasp the bar with a reverse grip (palms facing towards you) with your hands slightly wider than shoulder-width apart.</li>
  <li>Unrack the bar and lower it towards your upper chest, keeping your elbows tucked in close to your body.</li>
  <li>Pause briefly at the bottom of the movement, then push the bar back up to the starting position, fully extending your arms.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, carefully rack the bar back onto the smith machine and sit up.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0759.gif,759,smith incline shoulder raises,serratus anterior,"<ol>
<li>Start by setting up the Smith machine to an incline position between 30-45 degrees.</li>
<li>Stand facing the machine with your feet shoulder-width apart and your back straight.</li>
<li>Grasp the bar with an overhand grip that is slightly wider than shoulder-width apart.</li>
<li>Slowly raise the bar up towards the ceiling, keeping your arms straight but not locked.</li>
<li>Pause at the top of the movement and hold for a few seconds.</li>
<li>Lower the bar back down to starting position, keeping control of the weight as you do so.</li>
<li>Repeat for desired number of repetitions.</li>
<li>Remember to breathe in as you lower the weight and breathe out as you lift it.</li>
<li>Adjust the weight as needed to ensure proper form and avoid injury.</li>
<li>Stretch your shoulders and upper back after completing the exercise.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0760.gif,760,smith leg press,glutes,"<ol>
  <li>Adjust the seat and footplate to your desired position.</li>
  <li>Load the weight onto the machine, making sure it is evenly distributed on both sides.</li>
  <li>Position yourself on the seat with your back against the pad and your feet flat on the footplate.</li>
  <li>Grasp the handles on either side of the seat to stabilize yourself.</li>
  <li>Push the footplate away from you using your legs until they are fully extended.</li>
  <li>Slowly lower the footplate back towards your body, keeping your legs engaged and your back against the pad.</li>
  <li>Repeat for desired number of repetitions.</li>
  <li>When finished, carefully unload the weight from the machine.</li>
</ol>"
upper legs,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1434.gif,1434,smith low bar squat,glutes,"<ol>
  <li>Set up the barbell in a squat rack at a height that allows you to unrack it comfortably. </li>
  <li>Position yourself under the bar with your feet shoulder-width apart and your toes pointing slightly outward. </li>
  <li>Grab the bar with a grip slightly wider than shoulder-width apart, and make sure your hands are evenly spaced on the bar. </li>
  <li>Unrack the bar and step back from the rack, taking a few steps back to create enough space for the squat. </li>
  <li>Take a deep breath and brace your core, then begin to lower your body by bending your hips and knees. </li>
  <li>Keep your chest up and your back straight, and make sure your knees are tracking over your toes. </li>
  <li>Lower your body until your thighs are parallel to the ground, or until you reach a comfortable depth. </li>
  <li>Pause briefly at the bottom of the squat, then exhale and drive through your heels to stand back up. </li>
  <li>Lock out your hips and knees at the top of the squat, then take a deep breath and repeat for the desired number of reps. </li>
  <li>When you're finished with your set, walk forward to rerack the barbell in the squat rack. </li>
</ol>"
upper arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1683.gif,1683,smith machine bicep curl,biceps,"<ol>
  <li>Adjust the height of the bar on the smith machine so that it is at the level of your waist.</li>
  <li>Load the desired amount of weight onto the bar.</li>
  <li>Stand facing the machine and grasp the bar with an underhand grip, hands shoulder-width apart.</li>
  <li>Position your feet shoulder-width apart and keep your knees slightly bent.</li>
  <li>Keep your elbows close to your sides and slowly curl the bar up towards your chest, contracting your biceps.</li>
  <li>Pause at the top of the movement and then slowly lower the bar back down to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, carefully rack the bar back onto the machine.</li>
</ol>"
upper arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1625.gif,1625,smith machine decline close grip bench press,triceps,"<ol>
<li>Position the bench in the decline position in the smith machine.</li>
<li>Adjust the bar to a height that is comfortable for you to lift off and place the appropriate weight plates on the bar.</li>
<li>Lie down on the bench and place your feet under the footpads provided on the bench.</li>
<li>Grip the bar with your palms facing each other at a distance that is less than shoulder-width apart.</li>
<li>Lift the bar off the rack and lower it towards your chest while keeping your elbows close to your body.</li>
<li>Pause for a second when the bar touches your chest and then push it back up to the starting position.</li>
<li>Repeat the movement for the desired number of repetitions.</li>
<li>When you have completed your set, carefully rack the bar back onto the smith machine.</li>
<li>Sit up and remove your feet from the footpads.</li>
<li>Stretch your chest and triceps muscles after completing the exercise.</li>
</ol>"
upper arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1752.gif,1752,smith machine incline tricep extension,triceps,"<ol>
  <li>Adjust the height of the Smith machine bar to a height where you can comfortably reach it while seated on the incline bench.</li>
  <li>Attach a straight bar or an EZ bar to the Smith machine bar.</li>
  <li>Sit on the incline bench, facing the Smith machine bar.</li>
  <li>Grasp the bar with an overhand grip, with your hands shoulder-width apart.</li>
  <li>Extend your arms straight up, so that the bar is directly above your head.</li>
  <li>Lower the bar behind your head, keeping your elbows close to your head and your upper arms stationary.</li>
  <li>Pause briefly when the bar is just above your head, then slowly raise it back to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, carefully rack the bar back onto the Smith machine.</li>
  <li>Stretch your triceps by reaching one arm across your chest and gently pulling it with the other arm, holding for 15-30 seconds. Repeat with the other arm.</li>
</ol>"
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/1626.gif,1626,smith machine reverse decline close grip bench press,pectorals,"<ol>
  <li>Adjust the smith machine to a decline angle, with the head of the bench lower than the foot.</li>
  <li>Select the appropriate weight and load it onto the bar.</li>
  <li>Lie down on the bench with your feet secured under the foot pads.</li>
  <li>Grip the bar with a close grip, with your hands slightly narrower than shoulder-width apart.</li>
  <li>Unrack the bar and lower it slowly towards your chest, keeping your elbows tucked in close to your body.</li>
  <li>Pause briefly at the bottom of the movement, then push the bar back up to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>When finished, rack the bar and carefully sit up and dismount the bench.</li>
</ol>"
